Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,Box_Office_World,MPAA
The Marine,92,Action; Drama; Thriller,John Bonito,Michelle Gallagher; Michelle Gallagher,John Cena; Kelly Carlson; Robert Patrick,45/100,4.6,"19,588","$20,000,000 ","$18,843,314 ",,PG-13
The Last Kiss,104,Comedy; Drama; Romance,Tony Goldwyn,Paul Haggis; Gabriele Muccino,Zach Braff; Jacinda Barrett; Rachel Bilson,57/100,6.5,"30,757","$20,000,000 ","$11,596,143 ",,R
Beerfest,110,Comedy,Jay Chandrasekhar,Jay Chandrasekhar; Kevin Heffernan,Jay Chandrasekhar; Kevin Heffernan; Steve Lemme,46/100,6.1,"40,317","$17,500,000 ","$19,179,969 ",,R
A Good Year,117,Comedy; Drama; Romance,Ridley Scott,Marc Klein; Peter Mayle,Russell Crowe; Abbie Cornish; Albert Finney,47/100,6.8,"45,747","$35,000,000 ","$7,458,269 ",,PG-13
The Break-Up,106,Comedy; Drama; Romance,Peyton Reed,Jeremy Garelick; Jay Lavender,Jennifer Aniston; Vince Vaughn; Jon Favreau,45/100,5.8,"68,140","$52,000,000 ","$118,683,135 ","$2,435,159 ",PG-13
The Benchwarmers,80,Adventure; Comedy; Sport,Dennis Dugan,Allen Covert; Nick Swardson,David Spade; Jon Heder; Rob Schneider,25/100,5.4,"27,600","$33,000,000 ","$57,651,794 ",,PG-13
16 Blocks,105,Action; Crime; Drama,Richard Donner,Richard Wenk,Bruce Willis; Mos Def; David Morse,63/100,6.6,"82,090","$52,000,000 ","$36,883,539 ",,PG-13
United 93,111,Crime; Drama; History,Paul Greengrass,Paul Greengrass,David Alan Basche; Olivia Thirlby; Liza Coln-Zayas,90/100,7.7,"63,340","$15,000,000 ","$31,471,430 ",,R
Man cheng jin dai huang jin jia,114,Action; Drama; Romance,Yimou Zhang,Yu Cao; Yimou Zhang,Yun-Fat Chow; Li Gong; Jay Chou,70/100,7,"27,183","$45,000,000 ","$6,565,495 ",,R
The Wicker Man,102,Horror; Mystery; Thriller,Neil LaBute,Neil LaBute; Anthony Shaffer,Nicolas Cage; Ellen Burstyn; Leelee Sobieski,36/100,3.6,"38,527","$40,000,000 ","$23,643,531 ",,PG-13
Slither,95,Comedy; Horror; Sci-Fi,James Gunn,James Gunn,Nathan Fillion; Elizabeth Banks; Michael Rooker,69/100,6.5,"42,766","$15,500,000 ","$7,774,730 ",,R
Saw III,108,Crime; Horror,Darren Lynn Bousman,Leigh Whannell; James Wan,Tobin Bell; Shawnee Smith; Angus Macfadyen,48/100,6.1,"94,803","$10,000,000 ","$80,150,343 ","$164,874,275 ",R
Snakes on a Plane,105,Action; Thriller,David R. Ellis,John Heffernan; Sebastian Gutierrez,Samuel L. Jackson; Julianna Margulies; Nathan Phillips,58/100,5.7,"90,514","$33,000,000 ","$34,014,398 ","$28,001,200 ",R
The Covenant,97,Action; Fantasy; Horror,Renny Harlin,J.S. Cardone,Steven Strait; Sebastian Stan; Toby Hemingway,19/100,5,"28,656","$20,000,000 ","$23,292,105 ","$32,347,239 ",PG-13
"You, Me and Dupree",108,Comedy; Romance,Anthony Russo,Michael LeSieur,Kate Hudson; Owen Wilson; Matt Dillon,46/100,5.6,"49,633","$54,000,000 ","$75,628,110 ","$130,431,368 ",PG-13
Transformers,144,Action; Adventure; Sci-Fi,Michael Bay,Roberto Orci; Alex Kurtzman,Shia LaBeouf; Megan Fox; Josh Duhamel,61/100,7.1,"338,286","$150,000,000 ","$319,246,193 ","$709,709,780 ",PG-13
Knocked Up,129,Comedy; Drama; Romance,Judd Apatow,Judd Apatow,Seth Rogen; Katherine Heigl; Paul Rudd,85/100,7.2,"200,013","$30,000,000 ","$148,734,225 ","$219,076,518 ",R
P.S. I Love You,126,Drama; Romance,Richard LaGravenese,Richard LaGravenese; Steven Rogers,Hilary Swank; Gerard Butler; Harry Connick Jr.,39/100,6.9,"96,484","$30,000,000 ","$53,695,808 ","$156,835,339 ",PG-13
Into the Wild,148,Adventure; Biography; Drama,Sean Penn,Sean Penn; Jon Krakauer,Emile Hirsch; Vince Vaughn; Catherine Keener,73/100,8.2,"226,889","$15,000,000 ","$18,352,454 ",,R
Superbad,113,Comedy,Greg Mottola,Seth Rogen; Evan Goldberg,Michael Cera; Jonah Hill; Christopher Mintz-Plasse,76/100,7.6,"262,758","$20,000,000 ","$121,463,226 ","$169,871,719 ",R
No Country for Old Men,122,Crime; Drama; Thriller,Ethan Coen,Joel Coen; Ethan Coen,Tommy Lee Jones; Javier Bardem; Josh Brolin,91/100,8.2,"354,655","$25,000,000 ","$74,273,505 ",,R
There Will Be Blood,158,Drama,Paul Thomas Anderson,Paul Thomas Anderson; Upton Sinclair,Daniel Day-Lewis; Paul Dano; Ciarn Hinds,92/100,8.1,"225,433","$25,000,000 ","$40,218,903 ",,R
Live Free or Die Hard,128,Action; Crime; Thriller,Len Wiseman,Mark Bomback; Mark Bomback,Bruce Willis; Justin Long; Timothy Olyphant,69/100,7.3,"235,341","$110,000,000 ","$134,527,196 ",,PG-13
Juno,96,Comedy; Drama; Romance,Jason Reitman,Diablo Cody,Ellen Page; Michael Cera; Jennifer Garner,81/100,7.6,"270,406","$7,500,000 ","$143,492,840 ",,PG-13
Ratatouille,111,Animation; Comedy; Family,Brad Bird,Brad Bird; Jan Pinkava,Brad Garrett; Lou Romano; Patton Oswalt,96/100,8,"275,016","$150,000,000 ","$206,445,654 ","$623,722,818 ",G
I Am Legend,101,Drama; Sci-Fi; Thriller,Francis Lawrence,Mark Protosevich; Akiva Goldsman,Will Smith; Alice Braga; Charlie Tahan,65/100,7.1,"298,990","$150,000,000 ","$256,386,216 ","$585,349,010 ",PG-13
Harry Potter and the Order of the Phoenix,138,Adventure; Family; Fantasy,David Yates,Michael Goldenberg; J.K. Rowling,Daniel Radcliffe; Emma Watson; Rupert Grint,71/100,7.3,"211,281","$150,000,000 ","$292,004,738 ","$939,885,929 ",PG-13
Sunshine,107,Adventure; Sci-Fi; Thriller,Danny Boyle,Alex Garland,Cillian Murphy; Rose Byrne; Chris Evans,64/100,7.3,"123,721","&#163;26,000,000","$3,675,753 ","$32,017,803 ",R
The Bourne Ultimatum,115,Action; Crime; Thriller,Paul Greengrass,Tony Gilroy; Scott Z. Burns,Matt Damon; dgar Ramrez; Joan Allen,85/100,8.1,"286,537","$110,000,000 ","$227,471,070 ","$442,824,138 ",PG-13
Spider-Man 3,139,Action; Fantasy,Sam Raimi,Sam Raimi; Ivan Raimi,Tobey Maguire; Kirsten Dunst; Topher Grace,59/100,6.3,"224,664","$258,000,000 ","$336,530,303 ","$554,341,323 ",PG-13
Ocean's Thirteen,122,Crime; Thriller,Steven Soderbergh,Brian Koppelman; David Levien,George Clooney; Brad Pitt; Matt Damon,62/100,6.8,"155,986","$85,000,000 ","$117,154,724 ","$194,157,900 ",PG-13
Zodiac,157,Crime; Drama; Mystery,David Fincher,James Vanderbilt; Robert Graysmith,Jake Gyllenhaal; Robert Downey Jr.; Mark Ruffalo,78/100,7.7,"168,638","$65,000,000 ","$33,080,084 ","$84,785,914 ",R
Pirates of the Caribbean: At World's End,169,Action; Adventure; Fantasy,Gore Verbinski,Ted Elliott; Terry Rossio,Johnny Depp; Orlando Bloom; Keira Knightley,50/100,7,"274,703","$300,000,000 ","$309,420,425 ","$963,420,425 ",PG-13
American Gangster,157,Biography; Crime; Drama,Ridley Scott,Steven Zaillian; Mark Jacobson,Denzel Washington; Russell Crowe; Chiwetel Ejiofor,76/100,7.8,"213,265","$100,000,000 ","$130,127,620 ","$135,330,809 ",R
Shooter,124,Action; Crime; Drama,Antoine Fuqua,Jonathan Lemkin; Stephen Hunter,Mark Wahlberg; Michael Pea; Rhona Mitra,53/100,7.1,"151,729","$61,000,000 ","$46,975,183 ","$95,000,445 ",R
Gone Baby Gone,114,Crime; Drama; Mystery,Ben Affleck,Ben Affleck; Aaron Stockard,Morgan Freeman; Ed Harris; Casey Affleck,72/100,7.8,"120,477","$19,000,000 ","$20,300,218 ",,R
Stardust,127,Adventure; Family; Fantasy,Matthew Vaughn,Jane Goldman; Matthew Vaughn,Charlie Cox; Claire Danes; Sienna Miller,66/100,7.7,"146,640","$70,000,000 ","$38,634,938 ","$135,560,026 ",PG-13
Hot Fuzz,121,Action; Comedy,Edgar Wright,Edgar Wright; Simon Pegg,Simon Pegg; Nick Frost; Martin Freeman,81/100,7.9,"212,425","&#163;8,000,000","$23,618,786 ",,R
Atonement,123,Drama; Mystery; Romance,Joe Wright,Ian McEwan; Christopher Hampton,Keira Knightley; James McAvoy; Brenda Blethyn,85/100,7.8,"128,743","$30,000,000 ","$50,921,738 ","$129,266,061 ",R
Death Proof,113,Action; Thriller,Quentin Tarantino,Quentin Tarantino,Kurt Russell; Zoe Bell; Rosario Dawson,,7.1,"136,415",,,,
Hitman,89,Action; Crime; Drama,Xavier Gens,Skip Woods,Timothy Olyphant; Dougray Scott; Olga Kurylenko,35/100,6.2,"94,044","$24,000,000 ","$39,687,528 ",,R
The Mist,126,Horror; Sci-Fi; Thriller,Frank Darabont,Frank Darabont; Stephen King,Thomas Jane; Marcia Gay Harden; Laurie Holden,58/100,7.3,"141,073","$18,000,000 ","$25,592,632 ",,R
August Rush,114,Drama; Music,Kirsten Sheridan,Nick Castle; James V. Hart,Freddie Highmore; Keri Russell; Jonathan Rhys Meyers,38/100,7.4,"57,446","$30,000,000 ","$31,655,091 ",,PG
Paranormal Activity,86,Horror; Mystery,Oren Peli,Oren Peli,Katie Featherston; Micah Sloat; Mark Fredrichs,68/100,6.4,"121,698","$15,000 ","$107,918,810 ","$193,355,800 ",R
Surf's Up,85,Animation; Comedy; Family,Ash Brannon,Don Rhymer; Ash Brannon,Shia LaBeouf; Zooey Deschanel; Jon Heder,64/100,6.8,"36,427","$85,000,000 ","$58,867,694 ",,PG
Ghost Rider,114,Action; Fantasy; Thriller,Mark Steven Johnson,Mark Steven Johnson; Mark Steven Johnson,Nicolas Cage; Eva Mendes; Sam Elliott,35/100,5.2,"117,675","$110,000,000 ","$115,802,596 ","$228,738,393 ",PG-13
28 Weeks Later,100,Horror; Sci-Fi; Thriller,Juan Carlos Fresnadillo,Rowan Joffe; Juan Carlos Fresnadillo,Jeremy Renner; Rose Byrne; Robert Carlyle,78/100,7,"134,282",,"$28,637,507 ",,R
Sweeney Todd: The Demon Barber of Fleet Street,116,Drama; Horror; Musical,Tim Burton,John Logan; Hugh Wheeler,Johnny Depp; Helena Bonham Carter; Alan Rickman,83/100,7.5,"185,065","$50,000,000 ","$52,898,073 ","$152,523,073 ",R
[Rec],78,Horror; Mystery,Jaume Balaguer,Jaume Balaguer; Luiso Berdejo,Manuela Velasco; Ferran Terraza; Jorge-Yamam Serrano,,7.5,"82,204","&#8364;1,500,000",,"$32,492,948 ",R
Funny Games,111,Crime; Drama; Thriller,Michael Haneke,Michael Haneke,Naomi Watts; Tim Roth; Michael Pitt,44/100,6.4,"45,697","$15,000,000 ","$1,294,640 ",,R
Enchanted,107,Comedy; Family; Fantasy,Kevin Lima,Bill Kelly,Amy Adams; Susan Sarandon; James Marsden,75/100,7.2,"94,401","$85,000,000 ","$127,807,262 ","$340,487,652 ",PG
Resident Evil: Extinction,94,Action; Horror; Sci-Fi,Russell Mulcahy,Paul W.S. Anderson,Milla Jovovich; Ali Larter; Oded Fehr,41/100,6.2,"100,641","$45,000,000 ","$49,962,808 ","$147,717,833 ",R
Bridge to Terabithia,96,Adventure; Drama; Family,Gabor Csupo,Jeff Stockwell; David Paterson,Josh Hutcherson; AnnaSophia Robb; Zooey Deschanel,74/100,7.2,"65,984","$21,000,000 ","$82,272,442 ","$137,587,063 ",PG
Shrek the Third,93,Animation; Adventure; Comedy,Chris Miller,William Steig; Andrew Adamson,Mike Myers; Cameron Diaz; Eddie Murphy,58/100,6,"125,575","$160,000,000 ","$320,706,665 ","$798,958,162 ",PG
Rise of the Footsoldier,119,Action; Biography; Crime,Julian Gilbey,Julian Gilbey; Will Gilbey,Ricci Harnett; Terry Stone; Craig Fairbrass,,6.8,"11,306","$4,000,000 ",,,R
3:10 to Yuma,122,Action; Crime; Drama,James Mangold,Halsted Welles; Michael Brandt,Russell Crowe; Christian Bale; Ben Foster,76/100,7.8,"162,089","$55,000,000 ","$53,574,088 ",,R
Hairspray,117,Comedy; Musical; Romance,Adam Shankman,Leslie Dixon; John Waters,John Travolta; Queen Latifah; Nikki Blonsky,81/100,6.8,"65,121","$75,000,000 ","$118,823,091 ","$200,628,887 ",PG
Beowulf,115,Animation; Action; Adventure,Robert Zemeckis,Neil Gaiman; Roger Avary,Ray Winstone; Crispin Glover; Angelina Jolie,59/100,6.3,"103,490","$150,000,000 ","$82,161,969 ","$196,393,745 ",PG-13
National Treasure: Book of Secrets,124,Action; Adventure; Mystery,Jon Turteltaub,Marianne Wibberley; Cormac Wibberley,Nicolas Cage; Diane Kruger; Justin Bartha,48/100,6.5,"119,553","$130,000,000 ","$219,961,501 ",,PG
The Man from Earth,87,Drama; Sci-Fi,Richard Schenkman,Jerome Bixby,David Lee Smith; Tony Todd; John Billingsley,,7.9,"71,003",,,,
Fracture,113,Crime; Drama; Mystery,Gregory Hoblit,Daniel Pyne; Glenn Gers,Anthony Hopkins; Ryan Gosling; David Strathairn,68/100,7.1,"89,548",,"$39,004,700 ",,R
The Simpsons Movie,87,Animation; Adventure; Comedy,David Silverman,James L. Brooks; Matt Groening,Dan Castellaneta; Julie Kavner; Nancy Cartwright,80/100,7.4,"178,622","$75,000,000 ","$183,132,370 ","$343,610,123 ",PG-13
The Orphanage,105,Drama; Mystery; Thriller,Juan Antonio Bayona,Sergio G. Snchez,Beln Rueda; Fernando Cayo; Roger Prncep,74/100,7.5,"81,070",,"$7,159,147 ",,R
Lars and the Real Girl,106,Comedy; Drama,Craig Gillespie,Nancy Oliver,Ryan Gosling; Emily Mortimer; Paul Schneider,70/100,7.4,"73,976","$12,000,000 ","$5,972,884 ","$11,293,523 ",PG-13
Planet Terror,105,Action; Horror; Sci-Fi,Robert Rodriguez,Robert Rodriguez,Rose McGowan; Freddy Rodrguez; Josh Brolin,,7.3,"114,969",,,,
Eastern Promises,100,Crime; Mystery; Thriller,David Cronenberg,Steven Knight,Naomi Watts; Viggo Mortensen; Armin Mueller-Stahl,82/100,7.7,"133,403","&#163;25,000,000","$16,866,286 ",,R
The Golden Compass,113,Adventure; Family; Fantasy,Chris Weitz,Chris Weitz; Philip Pullman,Nicole Kidman; Daniel Craig; Dakota Blue Richards,51/100,6.1,"101,723","$180,000,000 ","$70,083,519 ",,PG-13
1408,104,Horror; Thriller,Mikael Hfstrm,Matt Greenberg; Scott Alexander,John Cusack; Samuel L. Jackson; Mary McCormack,64/100,6.8,"139,230","$25,000,000 ","$71,985,628 ","$131,998,242 ",PG-13
Dan in Real Life,98,Comedy; Drama; Romance,Peter Hedges,Pierce Gardner; Peter Hedges,Steve Carell; Juliette Binoche; Dane Cook,65/100,6.8,"63,990","$25,000,000 ","$47,636,541 ","$67,938,171 ",PG-13
The Bucket List,97,Adventure; Comedy; Drama,Rob Reiner,Justin Zackham,Jack Nicholson; Morgan Freeman; Sean P. Hayes,42/100,7.4,"117,359","$45,000,000 ","$93,452,056 ",,PG-13
30 Days of Night,113,Horror; Thriller,David Slade,Steve Niles; Stuart Beattie,Josh Hartnett; Melissa George; Danny Huston,53/100,6.6,"95,583","$32,000,000 ","$39,568,996 ",,R
Disturbia,105,Drama; Mystery; Thriller,D.J. Caruso,Christopher Landon; Carl Ellsworth,Shia LaBeouf; David Morse; Carrie-Anne Moss,62/100,6.9,"133,716","$20,000,000 ","$80,209,692 ","$117,760,134 ",PG-13
Bee Movie,91,Animation; Adventure; Comedy,Steve Hickner,Jerry Seinfeld; Spike Feresten,Jerry Seinfeld; Rene Zellweger; Matthew Broderick,54/100,6.2,"66,030","$150,000,000 ","$126,597,121 ",,PG
Across the Universe,133,Drama; Musical; Romance,Julie Taymor,Dick Clement; Ian La Frenais,Evan Rachel Wood; Jim Sturgess; Joe Anderson,56/100,7.4,"68,733","$73,105,000 ","$24,343,673 ","$29,367,143 ",PG-13
Hannibal Rising,121,Crime; Drama; Horror,Peter Webber,Thomas Harris; Thomas Harris,Gaspard Ulliel; Rhys Ifans; Li Gong,35/100,6,"56,303","$50,000,000 ","$27,667,947 ","$82,169,884 ",R
Freedom Writers,123,Biography; Crime; Drama,Richard LaGravenese,Richard LaGravenese; Freedom Writers,Hilary Swank; Imelda Staunton; Patrick Dempsey,64/100,7.4,"33,879","$21,000,000 ","$36,605,602 ","$43,090,741 ",PG-13
Grindhouse,191,Action; Horror; Thriller,Robert Rodriguez,Robert Rodriguez; Rob Zombie,Kurt Russell; Rose McGowan; Danny Trejo,77/100,7.7,"117,449","$53,000,000 ","$25,031,037 ",,R
The Assassination of Jesse James by the Coward Robert Ford,160,Biography; Crime; Drama,Andrew Dominik,Andrew Dominik; Ron Hansen,Brad Pitt; Casey Affleck; Sam Shepard,68/100,7.6,"95,914","$30,000,000 ","$3,904,982 ",,R
The Number 23,101,Drama; Mystery; Thriller,Joel Schumacher,Fernley Phillips,Jim Carrey; Virginia Madsen; Logan Lerman,,6.2,"113,545","$32,000,000 ","$33,917,402 ",,R
Hot Rod,88,Comedy,Akiva Schaffer,Pam Brady,Andy Samberg; Isla Fisher; Ian McShane,43/100,6.5,"39,420",,"$13,920,741 ",,PG-13
Death at a Funeral,90,Comedy,Frank Oz,Dean Craig,Matthew Macfadyen; Peter Dinklage; Ewen Bremner,67/100,7.3,"62,879","$9,000,000 ","$8,579,684 ",,R
Meet the Robinsons,95,Animation; Adventure; Comedy,Stephen J. Anderson,Jon Bernstein; Michelle Bochner,Daniel Hansen; Wesley Singerman; Angela Bassett,61/100,6.8,"38,061",,"$97,821,064 ",,G
Mr. Brooks,120,Crime; Drama; Mystery,Bruce A. Evans,Bruce A. Evans; Raynold Gideon,Kevin Costner; Demi Moore; William Hurt,45/100,7.4,"87,767","$20,000,000 ","$28,476,219 ",,R
The Diving Bell and the Butterfly,112,Biography; Drama,Julian Schnabel,Ronald Harwood; Jean-Dominique Bauby,Mathieu Amalric; Emmanuelle Seigner; Marie-Jose Croze,92/100,8,"61,450",,"$5,990,075 ",,PG-13
Fantastic 4: Rise of the Silver Surfer,92,Action; Fantasy; Sci-Fi,Tim Story,Don Payne; Mark Frost,Ioan Gruffudd; Jessica Alba; Chris Evans,45/100,5.6,"125,298","$130,000,000 ","$131,920,333 ",,PG
Alvin and the Chipmunks,92,Animation; Comedy; Family,Tim Hill,Jon Vitti; Will McRobb,Jason Lee; David Cross; Cameron Richardson,39/100,5.2,"35,304","$60,000,000 ","$217,326,336 ",,PG
Next,96,Action; Sci-Fi; Thriller,Lee Tamahori,Gary Goldman; Jonathan Hensleigh,Nicolas Cage; Julianne Moore; Jessica Biel,42/100,6.1,"83,538","$70,000,000 ","$17,993,461 ","$55,286,454 ",PG-13
I Now Pronounce You Chuck &amp; Larry,115,Comedy; Romance,Dennis Dugan,Barry Fanaro; Alexander Payne,Adam Sandler; Kevin James; Jessica Biel,37/100,6,"83,451","$85,000,000 ","$119,684,970 ",,PG-13
Before the Devil Knows You're Dead,117,Crime; Drama; Thriller,Sidney Lumet,Kelly Masterson,Philip Seymour Hoffman; Ethan Hawke; Albert Finney,84/100,7.3,"60,774","$18,000,000 ","$7,083,025 ",,R
The Heartbreak Kid,116,Comedy; Romance,Bobby Farrelly,Scot Armstrong; Leslie Dixon,Ben Stiller; Michelle Monaghan; Malin Akerman,46/100,5.8,"52,280",,"$36,771,343 ",,R
Good Luck Chuck,96,Comedy; Drama; Fantasy,Mark Helfrich,Josh Stolberg; Steve Glenn,Dane Cook; Jessica Alba; Dan Fogler,19/100,5.5,"54,722","$25,000,000 ","$34,925,283 ",,R
Rush Hour 3,91,Action; Comedy; Crime,Brett Ratner,Jeff Nathanson; Ross LaManna,Jackie Chan; Chris Tucker; Max von Sydow,44/100,6,"74,325","$140,000,000 ","$139,885,001 ",,PG-13
Michael Clayton,119,Crime; Drama; Mystery,Tony Gilroy,Tony Gilroy,George Clooney; Tilda Swinton; Tom Wilkinson,82/100,7.3,"98,595","$25,000,000 ","$49,024,969 ",,R
The Kingdom,110,Action; Drama; Thriller,Peter Berg,Matthew Michael Carnahan,Jamie Foxx; Chris Cooper; Jennifer Garner,56/100,7,"74,940","$70,000,000 ","$47,456,450 ","$86,658,558 ",R
Shoot 'Em Up,86,Action; Comedy; Crime,Michael Davis,Michael Davis,Clive Owen; Monica Bellucci; Paul Giamatti,49/100,6.8,"99,861","$39,000,000 ","$12,796,824 ","$24,096,824 ",R
Reign Over Me,124,Drama,Mike Binder,Mike Binder,Adam Sandler; Don Cheadle; Jada Pinkett Smith,61/100,7.5,"66,092","$20,000,000 ","$19,661,987 ","$1,756,556 ",R
Blades of Glory,93,Comedy; Sport,Josh Gordon,Jeff Cox; Craig Cox,Will Ferrell; Jon Heder; Amy Poehler,64/100,6.3,"84,012","$61,000,000 ","$118,153,533 ",,PG-13
Charlie Wilson's War,102,Biography; Comedy; Drama,Mike Nichols,Aaron Sorkin; George Crile,Tom Hanks; Julia Roberts; Philip Seymour Hoffman,69/100,7.1,"65,633","$75,000,000 ","$66,636,385 ","$109,155,885 ",R
We Own the Night,117,Crime; Drama; Thriller,James Gray,James Gray,Joaquin Phoenix; Mark Wahlberg; Eva Mendes,59/100,6.9,"55,498","$21,000,000 ","$27,648,264 ",,R
Halloween,109,Horror,Rob Zombie,Rob Zombie; John Carpenter,Scout Taylor-Compton; Malcolm McDowell; Tyler Mane,47/100,6,"61,555","$15,000,000 ","$58,267,261 ","$80,253,908 ",R
War,103,Action; Crime; Thriller,Philip G. Atwell,Lee Anthony Smith; Gregory J. Bradley,Jet Li; Jason Statham; Nadine Velazquez,36/100,6.1,"50,093","$25,000,000 ","$22,466,994 ",,R
Taare Zameen Par,165,Drama,Aamir Khan,Amole Gupte; Amole Gupte,Darsheel Safary; Aamir Khan; Tanay Chheda,,8.4,"28,792",,"$1,204,660 ",,PG
Evan Almighty,96,Comedy; Family; Fantasy,Tom Shadyac,Steve Oedekerk; Steve Oedekerk,Steve Carell; Morgan Freeman; Lauren Graham,37/100,5.4,"78,147","$175,000,000 ","$100,289,690 ",,PG
Wild Hogs,100,Action; Adventure; Comedy,Walt Becker,Brad Copeland,Tim Allen; Martin Lawrence; John Travolta,27/100,5.9,"71,986",,"$168,273,550 ","$253,625,427 ",PG-13
Teeth,94,Comedy; Horror; Thriller,Mitchell Lichtenstein,Mitchell Lichtenstein,Jess Weixler; John Hensley; Josh Pais,57/100,5.6,"23,298",,"$347,578 ",,R
Perfect Stranger,109,Crime; Drama; Mystery,James Foley,Todd Komarnicki; Jon Bokenkamp,Halle Berry; Bruce Willis; Giovanni Ribisi,31/100,5.5,"28,852","$60,795,000 ","$23,705,592 ",,R
The Darjeeling Limited,91,Adventure; Comedy; Drama,Wes Anderson,Wes Anderson; Roman Coppola,Owen Wilson; Adrien Brody; Jason Schwartzman,67/100,7.1,"82,253","$17,500,000 ","$11,902,715 ","$35,076,923 ",R
The Brave One,122,Crime; Drama; Thriller,Neil Jordan,Roderick Taylor; Bruce A. Taylor,Jodie Foster; Terrence Howard; Naveen Andrews,56/100,6.8,"39,189","$70,000,000 ","$36,793,804 ","$32,972,815 ",R
Music and Lyrics,96,Comedy; Music; Romance,Marc Lawrence,Marc Lawrence,Hugh Grant; Drew Barrymore; Scott Porter,59/100,6.5,"53,930",,"$50,514,047 ",,PG-13
In the Valley of Elah,121,Crime; Drama; Mystery,Paul Haggis,Paul Haggis; Mark Boal,Tommy Lee Jones; Charlize Theron; Jonathan Tucker,65/100,7.2,"45,439",,"$6,777,741 ","$29,527,293 ",R
The Game Plan,110,Comedy; Family; Sport,Andy Fickman,Nichole Millard; Kathryn Price,Dwayne Johnson; Kyra Sedgwick; Madison Pettis,44/100,6.1,"26,874","$22,000,000 ","$90,636,983 ",,PG
I Could Never Be Your Woman,97,Comedy; Drama; Romance,Amy Heckerling,Amy Heckerling,Michelle Pfeiffer; Paul Rudd; Saoirse Ronan,,6,"10,582","$24,000,000 ",,,PG-13
I'm Not There.,135,Biography; Drama; Music,Todd Haynes,Todd Haynes; Oren Moverman,Christian Bale; Cate Blanchett; Heath Ledger,73/100,6.9,"36,127","$20,000,000 ","$4,017,609 ","$11,664,116 ",R
AVPR: Aliens vs Predator - Requiem,94,Action; Horror; Sci-Fi,Colin Strause,Shane Salerno; Dan O'Bannon,Reiko Aylesworth; Steven Pasquale; John Ortiz,29/100,4.7,"64,259","$40,000,000 ","$41,797,066 ","$128,835,085 ",R
Sydney White,108,Comedy; Romance,Joe Nussbaum,Chad Gomez Creasey,Amanda Bynes; Sara Paxton; Matt Long,45/100,6.2,"20,818","$16,500,000 ","$11,549,960 ",,PG-13
The Dark Knight,152,Action; Crime; Drama,Christopher Nolan,Jonathan Nolan; Christopher Nolan,Christian Bale; Heath Ledger; Aaron Eckhart,82/100,9,"918,962","$185,000,000 ","$534,858,444 ","$1,004,558,444 ",PG-13
Twilight,122,Drama; Fantasy; Romance,Catherine Hardwicke,Melissa Rosenberg; Stephenie Meyer,Kristen Stewart; Robert Pattinson; Billy Burke,56/100,5.2,"235,565","$37,000,000 ","$192,769,854 ","$382,133,300 ",PG-13
Taken,93,Action; Crime; Thriller,Pierre Morel,Luc Besson; Robert Mark Kamen,Liam Neeson; Maggie Grace; Famke Janssen,50/100,7.9,"292,123","$25,000,000 ","$145,000,989 ","$226,830,568 ",PG-13
Iron Man,126,Action; Adventure; Sci-Fi,Jon Favreau,Mark Fergus; Hawk Ostby,Robert Downey Jr.; Gwyneth Paltrow; Terrence Howard,79/100,7.9,"367,076","$140,000,000 ","$318,412,101 ","$585,174,222 ",PG-13
